id,name,phone,timeOpen,ratingAverage,details,rangePrice,Longitude,Latitude,address
65,Anan Saigon,+84 90 479 29 20,Đang mở cửa: 5:00 CH - 12:00 SA,4.5,"Kiểu Việt, Quốc tế, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.7003382,10.7857793,"Hẻm 18B Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
66,Anh Ngoai Quan,+84 776 112 112,Đang mở cửa: 06:00 SA - 12:00 SA,5.0,"Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.693082,10.760888,"Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
67,ANH TUKK,+84 28 3825 1676,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Thái, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",700.000 vnd - 1.000.000 vnd,106.704643,10.6951517,"Hẻm 1368 Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Thành phố Hồ Chí Minh, 72915, Việt Nam"
68,Ann Quán,+84 28 3622 6666,Đang mở cửa: 12:00 SA - 11:59 CH,4.0,"Cửa hàng thức ăn ngon, Kiểu Việt, Nhà hàng bán bia, Kiểu Á, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6882934,10.7633665,"Trạm Xe Bus Số 45, Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
69,Annam Cafe Gourmet,+84 8 3822 9332,,4.0,"Cà phê, Bữa trưa, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.6962715,10.7718378,"Nhà Hàng Truly Việt, Hẻm 26 Trương Ðịnh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
70,Annamite Restaurant,+84 8 6686 5143,,4.5,"Kiểu Pháp, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ Visa, Wifi miễn phí, Chấp nhận thẻ tín dụn",400.000 vnd - 700.000 vnd,106.736306,10.804251,"Micro Boulangerie, Xuân Thuỷ, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
71,Annz,+84 8 3822 2757,,4.0,"Kiểu Nhật, Sushi, Kiểu Á, Phù hợp với người ăn chay, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.700798,10.7732879,"Trung tâm mua sắm Saigon Centre, Nam Kỳ Khởi Nghĩa, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
72,Anrakutei,+84 28 3823 6378,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Nhật, Đồ nướng, Thịt nướng, Bữa trưa, Bữa tối, Đồ uống",100.000 vnd - 400.000 vnd,106.700576,10.767777,"Sup Cua Hanh, Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
73,An's Saigon,+84 90 135 13 31,Đang mở cửa: 07:30 SA - 11:00 CH,5.0,"Món kết hợp, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6339658,10.8471586,"Galaxy Cinema - Nguyễn Văn Quá, Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, 71509, Việt Nam"
74,Ararat Restaurant & Messo Lounge,+84 773 740 160,Đang mở cửa: 08:00 SA - 10:00 CH,5.0,"Kiểu Nga, Kiểu Đông Âu, Kiểu Armenia, Kiểu Georgia, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.6953455,10.7652004,"Khách Sạn Rou, 37B, Đường Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
75,Arigato Sushi,+84 93 875 42 51,Đang mở cửa: 11:00 SA - 10:00 CH,4.0,"Kiểu Nhật, Sushi, Bữa trưa, Bữa tối, Đặt chỗ",700.000 vnd - 1.000.000 vnd,106.7005216,10.7791736,"Papermoney, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
76,Arirang BBQ,+84 28 3823 1983,Đang mở cửa: 11:00 SA - 10:00 CH,4.0,"Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.692791,10.7702249,"Fresh good quality juice place, Hẻm 39 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
77,ARTO House,+84 8 6618 8801,Đang mở cửa: 09:00 SA - 12:00 SA,5.0,"Đương đại, Món kết hợp, Kiểu Pháp, Kiểu Đức, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6815899,10.7839738,"Chùa Minh Đạo, Hẻm 14 Kỳ Ðồng, Phường 9, Quận 3, Thành phố Hồ Chí Minh, 70150, Việt Nam"
78,Artually Café,+84 70 8869 806,Đang mở cửa: 07:00 SA - 9:00 CH,4.5,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",400.000 vnd - 700.000 vnd,106.6800888,10.7596331,"VietinBank, Đường Trần Bình Trọng, Phường 3, Quận 5, Thành phố Hồ Chí Minh, 72406, Việt Nam"
79,ASA Bistro - Cafe & Restaurant,+84 90 909 81 46,Đang mở cửa: 07:00 SA - 2:00 CH5:00 CH - 10:00 CH,4.5,"Kiểu Mỹ, Cà phê, Quầy rượu vang, Tốt cho sức khỏe, Bữa trưa, Bữa tối, Bữa sáng, Đồ uống",100.000 vnd - 400.000 vnd,106.7004525,10.7718819,"Club 61, 61, Nam Kỳ Khởi Nghĩa, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
80,Ashima Mushroom Hotpot - Thảo Điền,+84 28 3620 4723,,4.5,"Kiểu Nhật, Kiểu Á, Bữa trưa, Bữa tối, Đồ uống",400.000 vnd - 700.000 vnd,106.704285,10.772439,"Drago Specialty Coffee, Đường Ngô Ðức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
81,Ashoka,+84 28 3823 1372,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,3.5,"Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo",100.000 vnd - 400.000 vnd,106.7090483,10.7235617,"Đường Lý Long Tường, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
82,Atrium Cafe,+84 8 3823 3333,,4.5,"Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Chỗ ngồi, Đặt chỗ, Phục vụ đồ uống có cồn",400.000 vnd - 700.000 vnd,106.6984623,10.7743336,"Tổng Công ty Bến Thành, 27, Nguyễn Trung Trực, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
83,Atrium Lounge,+84 28 3822 0033,Đang mở cửa: 11:00 SA - 10:00 CH,4.5,"Bữa trưa, Bữa nửa buổi, Đồ uống, Đặt chỗ, Chỗ ngồi, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Disco",700.000 vnd - 1.000.000 vnd,106.6548976,10.80175,"Republic Plaza, Cộng Hòa, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, 72106, Việt Nam"
84,Au Lac do Brazil,+84 28 3820 7157,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,4.0,"Nhà hàng bít tết, Kiểu Brazil, Kiểu La tinh, Đồ nướng, Bữa tối, Bữa trưa, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Wifi miễn phí, Đặt chỗ, Quầy bar đầy đủ",400.000 vnd - 700.000 vnd,106.703465,10.7760445,"Khách sạn Caravelle Saigon, Công Trường Lam Sơn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
85,Au Pagolac,+84 28 3836 6543,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Món kết hợp, Kiểu Việt, Đồ nướng, Kiểu Á, Bữa tối, Đồ uống, Bữa trưa",100.000 vnd - 400.000 vnd,106.7046829,10.7799359,"Little Japan district, Hẻm 8A Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
86,Aviation - Cocktail Chamber,+(84)377004054,Đang mở cửa: 6:00 CH - 02:00 SA,5.0,"Quầy bar, Đồ ăn nhanh, Quán rượu, Đêm muộn, Đồ uống, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng",400.000 vnd - 700.000 vnd,106.6960144,10.7494288,"Hẻm 861/52 Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, 72800, Việt Nam"
87,B&B Boss Coffee & Food,+84 96 807 59 43,Đang mở cửa: 08:00 SA - 10:00 CH,5.0,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.7012932,10.7813326,"Khách Sạn InterContinental, 39, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
88,B.O.C Homemade BBQ,+84 90 984 78 45,Đang mở cửa: 5:30 CH - 11:00 CH,4.5,"Đồ nướng, Thịt nướng, Quầy bar, Kiểu Âu, Bữa tối, Đặt chỗ, Chỗ ngồi, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Dịch vụ bàn, Nhạc sống",400.000 vnd - 700.000 vnd,106.6960532,10.7691678,"Ford, Đường Trần Hưng Ðạo, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 71010, Việt Nam"
89,B3 Beer,+84 96 984 49 79,,5.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7062995,10.7744649,"Khách sạn Renaissance Riverside Sài Gòn, 8-15, Đường Tôn Ðức Thắng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 72806, Việt Nam"
90,B3 Steakhouse & Craft Beer,+84 166 519 9846,Đang mở cửa: 3:00 CH - 11:00 CH,4.5,"Nhà hàng bít tết, Kiểu Âu, Tùy chọn đồ ăn không có gluten",400.000 vnd - 700.000 vnd,106.6914673,10.7714636,"Nhà Hàng 48 Bistro, 52, Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
91,B3 Wine Bar & Grill,+84 98 946 86 43,Đang mở cửa: 4:00 CH - 11:00 CH,5.0,"Kiểu Pháp, Nhà hàng bít tết, Kiểu Âu, Quầy rượu vang, Bữa tối",400.000 vnd - 700.000 vnd,106.7201517,10.7291888,"Shang Garden, Đường Hoàng Văn Thái, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
92,Ba Con Cuu Cao Thang,+(84)38341119,,4.0,"Kiểu Trung Quốc, Kiểu Á",400.000 vnd - 700.000 vnd,106.6905773,10.7720269,"Doi Coffee & Tea, 32, Bùi Thị Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
93,BA GÁC nướng & bia,+84 1900 6268,Đang mở cửa: 4:00 CH - 12:00 SA,4.5,"Nhà hàng bán bia, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Bữa tối",100.000 vnd - 400.000 vnd,106.7053451,10.7742233,"Khách sạn Grand Sài Gòn, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
94,Bà Nem -N.E.Food,+84 28 2251 4888,Đang mở cửa: 11:00 SA - 11:00 CH,5.0,"Cà phê, Hải sản, Kiểu Việt, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.6936003,10.7706322,"Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
95,Baba's Kitchen,+84 28 3744 6897,,4.5,"Kiểu Ấn Độ, Kiểu Á, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.6910897,10.7699834,"Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
96,Baby Spoon,+84 93 881 24 86,Đang mở cửa: 11:00 SA - 10:00 CH,4.0,"Kiểu Á, Kiểu Nhật, Bữa trưa, Bữa tối, Chỗ ngồi, Phục vụ đồ uống có cồn, Cửa hàng bán thức ăn mang về, Đặt chỗ, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.699251,10.7784346,"Văn phòng Linh mục, 1, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
97,Babylon Bar,+84 122 954 3131,Đang mở cửa: 3:30 CH - 02:00 SA,5.0,"Bữa tối, Đặt chỗ",400.000 vnd - 700.000 vnd,106.707818,10.7619779,"Copac Square, 12, Tôn Đản, Phường 8, Quận 4, Thành phố Hồ Chí Minh, 72800, Việt Nam"
98,Back In Time Cafe,+84 8 3855 4697,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.6896617,10.7668504,"Khách Sạn Khói, 373/11, Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
99,Bagel Brothers,+(84)07 6361 0211,,5.0,"Kiểu Mỹ, Cà phê, Kiểu Úc",100.000 vnd - 400.000 vnd,106.7294694,10.7316043,"Hẻm 710 Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, 72915, Việt Nam"
100,Baikohken Ramen,+84 8 3821 1565,,4.0,Kiểu Nhật,700.000 vnd - 1.000.000 vnd,106.6892593,10.7867054,"Phở Hòa Pasteur, 260C, Pasteur, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 72210, Việt Nam"
101,Baltic Cafe & Restaurant,+84 28 3930 3535,,5.0,"Kiểu Việt, Kiểu Nga",400.000 vnd - 700.000 vnd,106.6900779,10.7924641,"Viện Thẩm Mỹ Belas, Đường Đặng Dung, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 72210, Việt Nam"
102,Baly Beer House,+84 96 216 28 11,Đang mở cửa: 10:00 SA - 11:45 CH,5.0,"Kiểu Pháp, Nhà hàng bán bia, Hải sản, Quán rượu, Kiểu Việt, Miền Bắc nước Ý, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống",100.000 vnd - 400.000 vnd,106.6911588,10.7648751,"Massage Ngọc Anh, hẻm 102 Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
103,Bamboo Chic,+84 28 6263 6688,Đang mở cửa: 11:30 SA - 2:00 CH6:00 CH - 12:00 SA,4.5,"Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten",100.000 vnd - 400.000 vnd,106.6911428,10.780981,"Nhà Hàng Belgo Belgian Craft Beer Brewery, Đường Lê Quý Đôn, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, 70001, Việt Nam"
104,Banana Leaf Saigon,+84 90 865 54 26,Đang mở cửa: 07:00 SA - 11:00 CH,4.0,"Kiểu Ấn Độ, Kiểu Việt, Kiểu Malaysia, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo",400.000 vnd - 700.000 vnd,106.698809,10.778522,"Văn phòng Linh mục, 1, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
105,Banana Mama Rooftop & Kitchen,+84 93 408 47 54,Đang mở cửa: 12:00 SA - 02:00 SA4:00 CH - 02:00 SA,5.0,"Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Wifi miễn phí, Dịch vụ bàn, Rượu và bia",400.000 vnd - 700.000 vnd,106.7045755,10.7718037,"Bitexco Financial Tower, 02, Hải Triều, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
106,Bandido Saigon - Tacos & Tequila,+84 868 885 600,Đang mở cửa: 11:30 SA - 3:00 CH5:30 CH - 11:00 CH,4.5,"Kiểu Mexico, Kiểu Tây Ban Nha, Bữa trưa, Bữa tối",100.000 vnd - 400.000 vnd,106.713951,10.7487329,"13, Hẻm 60 Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh, 72800, Việt Nam"
107,Bangkok Kitchen,+84 94 145 55 65,Đang mở cửa: 12:00 SA - 11:59 CH,4.5,"Kiểu Thái, Kiểu Á, Phù hợp với người ăn chay",700.000 vnd - 1.000.000 vnd,106.70329,10.7752041,"Nhà Hàng Secret Cottage Café Dining, 12-14, Nguyễn Thiệp, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam"
108,Bánh Canh Cua,Chưa xác thực,,4.5,"Kiểu Việt, Kiểu Á, Súp, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.731482,10.8043523,"Trường Đại học Văn hóa TP.HCM, 51, Đường Quốc Hương, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71107, Việt Nam"
109,Bánh Canh Cua 14,+84 90 278 12 68,,4.5,Kiểu Việt,100.000 vnd - 400.000 vnd,106.66632,10.754447,"Toà án nhân dân Quận 5, Đường Nguyễn Trãi, Phường 11, Quận 5, Thành phố Hồ Chí Minh, 73009, Việt Nam"
110,Bánh Canh Cua 68,+84 96 603 60 66,Đang mở cửa: 06:30 SA - 9:30 CH,5.0,"Bữa sáng, Bữa trưa, Bữa tối",400.000 vnd - 700.000 vnd,106.696974,10.7736514,"Khách Sạn Grand Silverland, Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, 71009, Việt Nam"
111,"Banh Canh Cua, Goi Cuon Cha Gio",Chưa xác thực,,4.5,Món kết hợp,400.000 vnd - 700.000 vnd,106.7117428,10.7902365,"Hẻm 85 Đường  Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 77000, Việt Nam"
112,Bánh canh Ghẹ Ba Sạch,+84 90 743 35 55,,4.5,"Hải sản, Kiểu Việt",400.000 vnd - 700.000 vnd,106.6760733,10.7904661,"Hẻm 104 Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Thành phố Hồ Chí Minh, 70150, Việt Nam"
113,Bánh Canh Ghẹ Muối Ớt Xanh,+84 91 650 19 10,,4.5,Kiểu Bữa tối,400.000 vnd - 700.000 vnd,106.6828957,10.7662557,"BIDV, Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
114,Bánh Cuốn Bà Hanh,+84 96 368 87 46,Đang mở cửa: 10:30 SA - 9:30 CH,4.5,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",100.000 vnd - 400.000 vnd,106.7038615,10.7733531,"Trung tâm mua sắm Sài Gòn Garden, Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
115,Bánh Cuốn Hải Nam,+84 28 3839 3394,,4.0,"Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Cửa hàng bán thức ăn mang về, Chỗ ngồi",400.000 vnd - 700.000 vnd,106.7306166,10.8033676,"Mecozy Apartel, Hẻm 25 Đường Xuân Thủy, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, 71108, Việt Nam"
116,Banh Cuon Tay Ho,+84 8 3820 0584,,4.0,"Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn",400.000 vnd - 700.000 vnd,106.700107,10.7771971,"Nhà Hàng Hương Lài, 38, Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
117,Bánh Cuốn Thiên Hương,+84 28 3832 3396,,4.0,Kiểu Việt,100.000 vnd - 400.000 vnd,106.7061879,10.7727782,"Majestic Hotel, Đường Ðồng Khởi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
118,Banh da cua Di Ly,+84 8 3829 8249,Đang mở cửa: 08:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay",100.000 vnd - 400.000 vnd,106.6951874,10.7997854,"Hẻm 125 Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh, 72317, Việt Nam"
119,Bánh Hỏi Ram Tôm,+84 89 889 81 10,,5.0,Kiểu Việt,20.000 vnd - 99.000 vnd,106.700107,10.7771971,"Nhà Hàng Hương Lài, 38, Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
120,Bánh Khọt Cô Ba Vũng Tàu,38323312,,4.5,"Kiểu Việt, Kiểu Á, Tùy chọn ăn chay, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi, Bữa sáng",400.000 vnd - 700.000 vnd,106.7034992,10.7759383,"Khách sạn Caravelle Saigon, Công Trường Lam Sơn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 71006, Việt Nam"
121,Bánh Mì 24,+84 93 332 61 09,,5.0,"Kiểu Pháp, Kiểu Việt, Cửa hàng bán thức ăn mang về",400.000 vnd - 700.000 vnd,106.6862077,10.7939065,"Nhà Hàng Lẩu và Nướng Grill Riverside, 357 - 359, Hoàng Sa, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, 79000, Việt Nam"
122,Banh Mi 362,+84 28 7300 0362,Đang mở cửa: 06:00 SA - 9:00 CH,4.5,"Đồ ăn nhanh, Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi",400.000 vnd - 700.000 vnd,106.6860122,10.7612944,"cafe 343, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, 70200, Việt Nam"
123,Bánh Mì 362,+84 28 7300 0362,Đang mở cửa: 07:00 SA - 9:00 CH,4.0,"Kiểu Việt, Kiểu Á, Phù hợp với người ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống",400.000 vnd - 700.000 vnd,106.7031589,10.7887812,"Văn Phòng B - Bộ Thông Tin Truyền Thông, Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, 77000, Việt Nam"
